activity_ts,activity_type,active_Kcal,step_count,distance_m,duration_s,active_time_s,start_time_s,start_time_offset_s,met,intensity,motion_intensity_mean,motion_intensity_max
13/10/2023 01:00,SEDENTARY,0,0,0,900,900,1697155200,3600,1,SEDENTARY,0.0,3
13/10/2023 01:15,SEDENTARY,0,0,0,900,900,1697156100,3600,1,SEDENTARY,0.0,0
13/10/2023 01:30,SEDENTARY,0,0,0,900,900,1697157000,3600,1,SEDENTARY,0.0,3
13/10/2023 01:45,WALKING,0,53,40.8,900,120,1697157900,3600,1,ACTIVE,3.5,4
13/10/2023 01:45,SEDENTARY,0,0,0,900,780,1697157900,3600,1,SEDENTARY,0.0,4
13/10/2023 02:00,SEDENTARY,0,0,0,900,900,1697158800,3600,1,SEDENTARY,0.0,1
13/10/2023 02:15,SEDENTARY,0,0,0,900,900,1697159700,3600,1,SEDENTARY,0.0,0
13/10/2023 02:30,SEDENTARY,0,0,0,900,900,1697160600,3600,1,SEDENTARY,0.0,2
13/10/2023 02:45,SEDENTARY,0,0,0,900,900,1697161500,3600,1,SEDENTARY,0.0,0
13/10/2023 03:00,SEDENTARY,0,0,0,900,900,1697162400,3600,1,SEDENTARY,0.0,4
13/10/2023 03:15,SEDENTARY,0,0,0,900,900,1697163300,3600,1,SEDENTARY,0.0,0
13/10/2023 03:30,SEDENTARY,0,0,0,900,900,1697164200,3600,1,SEDENTARY,0.0,4
13/10/2023 03:45,SEDENTARY,0,0,0,900,900,1697165100,3600,1,SEDENTARY,0.0,0
13/10/2023 04:00,SEDENTARY,0,0,0,900,900,1697166000,3600,1,SEDENTARY,0.0,3
13/10/2023 04:15,SEDENTARY,0,0,0,900,900,1697166900,3600,1,SEDENTARY,0.0,3
13/10/2023 04:30,SEDENTARY,0,0,0,900,900,1697167800,3600,1,SEDENTARY,0.0,4
13/10/2023 04:45,SEDENTARY,0,0,0,900,900,1697168700,3600,1,SEDENTARY,0.0,3
13/10/2023 05:00,SEDENTARY,0,0,0,900,900,1697169600,3600,1,SEDENTARY,0.0,0
13/10/2023 05:15,SEDENTARY,0,0,0,900,900,1697170500,3600,1,SEDENTARY,0.0,4
13/10/2023 05:30,SEDENTARY,0,0,0,900,900,1697171400,3600,1,SEDENTARY,0.0,0
13/10/2023 05:45,SEDENTARY,0,0,0,900,900,1697172300,3600,1,SEDENTARY,0.0,3
13/10/2023 06:00,SEDENTARY,0,0,0,900,900,1697173200,3600,1,SEDENTARY,0.0,4
13/10/2023 06:15,SEDENTARY,0,0,0,900,900,1697174100,3600,1,SEDENTARY,0.0,3
13/10/2023 06:30,SEDENTARY,0,0,0,900,900,1697175000,3600,1,SEDENTARY,0.0,3
13/10/2023 06:45,SEDENTARY,0,0,0,900,900,1697175900,3600,1,SEDENTARY,0.0,3
