activity_ts,activity_type,active_Kcal,step_count,distance_m,duration_s,active_time_s,start_time_s,start_time_offset_s,met,intensity,motion_intensity_mean,motion_intensity_max
18/10/2023 16:00,SEDENTARY,0,0,0,900,900,1697673600,-28800,1,SEDENTARY,0.0,0
18/10/2023 16:15,SEDENTARY,0,0,0,900,900,1697674500,-28800,1,SEDENTARY,0.0,0
18/10/2023 16:30,SEDENTARY,0,0,0,900,900,1697675400,-28800,1,SEDENTARY,0.0,0
18/10/2023 16:45,SEDENTARY,0,0,0,900,900,1697676300,-28800,1,SEDENTARY,0.0,0
18/10/2023 17:00,SEDENTARY,0,0,0,900,900,1697677200,-28800,1,SEDENTARY,0.0,0
18/10/2023 17:15,SEDENTARY,0,0,0,900,900,1697678100,-28800,1,SEDENTARY,0.0,0
18/10/2023 17:30,SEDENTARY,0,0,0,900,900,1697679000,-28800,1,SEDENTARY,0.0,0
18/10/2023 17:45,SEDENTARY,0,0,0,900,900,1697679900,-28800,1,SEDENTARY,0.0,0
18/10/2023 18:00,SEDENTARY,0,0,0,900,900,1697680800,-28800,1,SEDENTARY,0.0,0
18/10/2023 18:15,SEDENTARY,0,0,0,900,900,1697681700,-28800,1,SEDENTARY,0.0,0
18/10/2023 18:30,SEDENTARY,0,0,0,900,900,1697682600,-28800,1,SEDENTARY,0.0,0
18/10/2023 18:45,SEDENTARY,0,0,0,900,900,1697683500,-28800,1,SEDENTARY,0.0,0
18/10/2023 19:00,SEDENTARY,0,0,0,900,900,1697684400,-28800,1,SEDENTARY,0.0,0
18/10/2023 19:15,SEDENTARY,0,0,0,900,900,1697685300,-28800,1,SEDENTARY,0.0,0
18/10/2023 19:30,SEDENTARY,0,0,0,900,900,1697686200,-28800,1,SEDENTARY,0.0,0
18/10/2023 19:45,SEDENTARY,0,0,0,900,900,1697687100,-28800,1,SEDENTARY,0.0,0
18/10/2023 20:00,SEDENTARY,0,0,0,900,900,1697688000,-28800,1,SEDENTARY,0.0,0
18/10/2023 20:15,SEDENTARY,0,0,0,900,900,1697688900,-28800,1,SEDENTARY,0.0,0
18/10/2023 20:30,SEDENTARY,0,0,0,900,900,1697689800,-28800,1,SEDENTARY,0.0,0
18/10/2023 20:45,SEDENTARY,0,0,0,900,900,1697690700,-28800,1,SEDENTARY,0.0,2
18/10/2023 21:00,SEDENTARY,0,0,0,900,900,1697691600,-28800,1,SEDENTARY,0.0,1
18/10/2023 21:15,SEDENTARY,0,0,0,900,900,1697692500,-28800,1,SEDENTARY,0.0,0
18/10/2023 21:30,SEDENTARY,0,0,0,900,900,1697693400,-28800,1,SEDENTARY,0.0,0
18/10/2023 21:45,SEDENTARY,0,0,0,900,900,1697694300,-28800,1,SEDENTARY,0.0,0
18/10/2023 22:00,SEDENTARY,0,0,0,900,900,1697695200,-28800,1,SEDENTARY,0.0,0
18/10/2023 22:15,SEDENTARY,0,0,0,900,900,1697696100,-28800,1,SEDENTARY,0.0,0
18/10/2023 22:30,SEDENTARY,0,0,0,900,900,1697697000,-28800,1,SEDENTARY,0.0,0
18/10/2023 22:45,SEDENTARY,0,0,0,900,900,1697697900,-28800,1,SEDENTARY,0.0,0
18/10/2023 23:00,SEDENTARY,0,0,0,900,900,1697698800,-28800,1,SEDENTARY,0.0,0
18/10/2023 23:15,SEDENTARY,0,0,0,900,900,1697699700,-28800,1,SEDENTARY,0.0,0
18/10/2023 23:30,SEDENTARY,0,0,0,900,900,1697700600,-28800,1,SEDENTARY,0.0,0
18/10/2023 23:45,WALKING,11,101,85.01,900,203,1697701500,-28800,3.2368722,ACTIVE,1.0,1
18/10/2023 23:45,SEDENTARY,0,0,0,900,697,1697701500,-28800,1,SEDENTARY,0.0,5
19/10/2023 00:00,SEDENTARY,0,0,0,900,608,1697702400,-28800,1,SEDENTARY,0.0,6
19/10/2023 00:00,WALKING,31,309,260.09,900,292,1697702400,-28800,5.390041,ACTIVE,1.8,3
19/10/2023 00:15,SEDENTARY,0,0,0,900,900,1697703300,-28800,1,SEDENTARY,0.0,5
19/10/2023 00:30,SEDENTARY,0,0,0,900,900,1697704200,-28800,1,SEDENTARY,0.0,4
19/10/2023 00:45,WALKING,0,11,9.25,900,2,1697705100,-28800,1,HIGHLY_ACTIVE,2.0,2
19/10/2023 00:45,SEDENTARY,0,0,0,900,898,1697705100,-28800,1,SEDENTARY,0.0,4
19/10/2023 01:00,WALKING,3,119,100.17,900,56,1697706000,-28800,3.215251,HIGHLY_ACTIVE,3.0,3
19/10/2023 01:00,SEDENTARY,0,0,0,900,844,1697706000,-28800,1,SEDENTARY,0.0,4
19/10/2023 01:15,WALKING,2,121,101.84,900,53,1697706900,-28800,2.5604284,HIGHLY_ACTIVE,2.4,3
19/10/2023 01:15,SEDENTARY,0,0,0,900,847,1697706900,-28800,1,SEDENTARY,0.0,5
19/10/2023 01:30,SEDENTARY,0,0,0,900,890,1697707800,-28800,1,SEDENTARY,0.0,3
19/10/2023 01:30,WALKING,0,19,15.99,900,10,1697707800,-28800,1,ACTIVE,3.0,3
19/10/2023 01:45,SEDENTARY,0,0,0,900,900,1697708700,-28800,1,SEDENTARY,0.0,3
19/10/2023 02:00,SEDENTARY,0,0,0,900,900,1697709600,-28800,1,SEDENTARY,0.0,3
19/10/2023 02:15,WALKING,27,736,619.5,900,378,1697710500,-28800,3.9536679,HIGHLY_ACTIVE,3.0,3
19/10/2023 02:15,SEDENTARY,0,0,0,900,522,1697710500,-28800,1,SEDENTARY,0.0,5
19/10/2023 02:30,WALKING,5,187,157.39,120,97,1697711400,-28800,3.131513,HIGHLY_ACTIVE,2.0,2
20/10/2023 14:30,WALKING,20,918,772.68,900,542,1697808600,3600,2.5232642,ACTIVE,2.0,2
20/10/2023 14:30,SEDENTARY,0,0,0,900,178,1697808600,3600,1,SEDENTARY,0.0,4
20/10/2023 14:45,SEDENTARY,0,0,0,900,900,1697809500,3600,1,SEDENTARY,0.0,5
20/10/2023 15:00,SEDENTARY,0,0,0,900,900,1697810400,3600,1,SEDENTARY,0.0,3
20/10/2023 15:15,SEDENTARY,0,0,0,900,900,1697811300,3600,1,SEDENTARY,0.0,3
20/10/2023 15:30,WALKING,14,136,114.47,900,360,1697812200,3600,2.605351,ACTIVE,2.0,2
20/10/2023 15:30,SEDENTARY,0,0,0,900,540,1697812200,3600,1,SEDENTARY,0.0,5
20/10/2023 15:45,SEDENTARY,0,0,0,900,885,1697813100,3600,1,SEDENTARY,0.0,5
20/10/2023 15:45,WALKING,1,17,14.31,900,15,1697813100,3600,3.7520304,ACTIVE,2.0,2
20/10/2023 16:00,WALKING,0,29,24.41,900,30,1697814000,3600,1,ACTIVE,1.0,1
20/10/2023 16:00,SEDENTARY,0,0,0,900,870,1697814000,3600,1,SEDENTARY,0.0,5
20/10/2023 16:15,WALKING,1,53,44.61,900,45,1697814900,3600,1.9173434,ACTIVE,2.0,2
20/10/2023 16:15,SEDENTARY,0,0,0,900,855,1697814900,3600,1,SEDENTARY,0.0,5
20/10/2023 16:30,SEDENTARY,0,0,0,900,900,1697815800,3600,1,SEDENTARY,0.0,3
20/10/2023 16:45,SEDENTARY,0,0,0,900,900,1697816700,3600,1,SEDENTARY,0.0,2
20/10/2023 17:00,WALKING,4,185,155.71,900,164,1697817600,3600,2.0068405,ACTIVE,2.0,2
