activity_ts,activity_type,active_Kcal,step_count,distance_m,duration_s,active_time_s,start_time_s,start_time_offset_s,met,intensity,motion_intensity_mean,motion_intensity_max
02/12/2023 13:30,SEDENTARY,0,0,0,900,120,1701523800,0,1,SEDENTARY,0.0,6
02/12/2023 13:45,RUNNING,92,1737,1705.01,900,600,1701524700,0,8.299173,HIGHLY_ACTIVE,5.0,5
02/12/2023 13:45,WALKING,9,159,126.6,900,180,1701524700,0,3.3801653,ACTIVE,2.7,3
02/12/2023 13:45,SEDENTARY,0,0,0,900,120,1701524700,0,1,SEDENTARY,0.0,5
02/12/2023 14:00,RUNNING,190,2789,2840.28,900,900,1701525600,0,11.049587,HIGHLY_ACTIVE,5.0,5
02/12/2023 14:15,RUNNING,212,2816,2878.26,900,900,1701526500,0,12.213223,HIGHLY_ACTIVE,5.0,5
02/12/2023 14:30,RUNNING,144,1922,1908.42,900,720,1701527400,0,10.520661,HIGHLY_ACTIVE,4.2,5
02/12/2023 14:30,WALKING,42,172,136.95,900,180,1701527400,0,12.107438,ACTIVE,1.0,1
02/12/2023 14:45,SEDENTARY,0,0,0,900,727,1701528300,0,1,SEDENTARY,0.0,6
02/12/2023 14:45,GENERIC,24,0,0,900,0,1701528300,0,1,SEDENTARY,0.0,1
02/12/2023 14:45,WALKING,3,181,144.11,900,173,1701528300,0,1.8254908,ACTIVE,2.0,2
02/12/2023 15:00,WALKING,0,42,33.44,900,67,1701529200,0,1,ACTIVE,0.2,1
02/12/2023 15:00,GENERIC,0,0,0,900,0,1701529200,0,1,SEDENTARY,0.0,5
02/12/2023 15:00,SEDENTARY,1,0,0,900,833,1701529200,0,1.0571468,SEDENTARY,0.0,6
02/12/2023 15:15,SEDENTARY,0,0,0,900,900,1701530100,0,1,SEDENTARY,0.0,4
02/12/2023 15:30,SEDENTARY,0,0,0,900,900,1701531000,0,1,SEDENTARY,0.0,2
02/12/2023 15:45,SEDENTARY,0,0,0,900,900,1701531900,0,1,SEDENTARY,0.0,3
02/12/2023 16:00,SEDENTARY,0,0,0,900,900,1701532800,0,1,SEDENTARY,0.0,4
02/12/2023 16:15,SEDENTARY,0,0,0,900,900,1701533700,0,1,SEDENTARY,0.0,2
02/12/2023 16:30,SEDENTARY,0,0,0,900,900,1701534600,0,1,SEDENTARY,0.0,3
02/12/2023 16:45,SEDENTARY,0,0,0,900,900,1701535500,0,1,SEDENTARY,0.0,2
02/12/2023 17:00,SEDENTARY,0,0,0,900,900,1701536400,0,1,SEDENTARY,0.0,2
02/12/2023 17:15,SEDENTARY,0,0,0,900,900,1701537300,0,1,SEDENTARY,0.0,1
02/12/2023 17:30,SEDENTARY,0,0,0,900,900,1701538200,0,1,SEDENTARY,0.0,0
02/12/2023 17:45,SEDENTARY,0,0,0,900,900,1701539100,0,1,SEDENTARY,0.0,2
02/12/2023 18:00,SEDENTARY,0,0,0,900,900,1701540000,0,1,SEDENTARY,0.0,0
02/12/2023 18:15,SEDENTARY,0,0,0,900,900,1701540900,0,1,SEDENTARY,0.0,0
02/12/2023 18:30,SEDENTARY,0,0,0,900,900,1701541800,0,1,SEDENTARY,0.0,4
02/12/2023 18:45,SEDENTARY,0,0,0,900,900,1701542700,0,1,SEDENTARY,0.0,2
02/12/2023 19:00,SEDENTARY,0,0,0,900,900,1701543600,0,1,SEDENTARY,0.0,0
02/12/2023 19:15,SEDENTARY,0,0,0,900,900,1701544500,0,1,SEDENTARY,0.0,3
02/12/2023 19:30,SEDENTARY,0,0,0,900,900,1701545400,0,1,SEDENTARY,0.0,2
02/12/2023 19:45,SEDENTARY,0,0,0,900,900,1701546300,0,1,SEDENTARY,0.0,1
02/12/2023 20:00,SEDENTARY,0,0,0,13500,13500,1701547200,0,1,SEDENTARY,0.0,3
02/12/2023 23:45,SEDENTARY,0,0,0,900,900,1701560700,0,1,SEDENTARY,0.0,0
03/12/2023 00:00,SEDENTARY,0,0,0,900,900,1701561600,0,1,SEDENTARY,0.0,0
03/12/2023 00:15,SEDENTARY,0,0,0,900,900,1701562500,0,1,SEDENTARY,0.0,2
03/12/2023 00:30,SEDENTARY,0,0,0,900,900,1701563400,0,1,SEDENTARY,0.0,0
03/12/2023 00:45,SEDENTARY,0,0,0,900,900,1701564300,0,1,SEDENTARY,0.0,0
03/12/2023 01:00,SEDENTARY,0,0,0,900,900,1701565200,0,1,SEDENTARY,0.0,0
03/12/2023 01:15,SEDENTARY,0,0,0,900,900,1701566100,0,1,SEDENTARY,0.0,0
03/12/2023 01:30,SEDENTARY,0,0,0,900,900,1701567000,0,1,SEDENTARY,0.0,0
03/12/2023 01:45,SEDENTARY,0,0,0,900,900,1701567900,0,1,SEDENTARY,0.0,0
03/12/2023 02:00,SEDENTARY,0,0,0,900,900,1701568800,0,1,SEDENTARY,0.0,0
03/12/2023 02:15,SEDENTARY,0,0,0,900,900,1701569700,0,1,SEDENTARY,0.0,0
03/12/2023 02:30,SEDENTARY,0,0,0,900,900,1701570600,0,1,SEDENTARY,0.0,0
03/12/2023 02:45,SEDENTARY,0,0,0,900,900,1701571500,0,1,SEDENTARY,0.0,0
03/12/2023 03:00,SEDENTARY,0,0,0,900,900,1701572400,0,1,SEDENTARY,0.0,0
03/12/2023 03:15,SEDENTARY,0,0,0,900,900,1701573300,0,1,SEDENTARY,0.0,0
03/12/2023 03:30,SEDENTARY,0,0,0,900,900,1701574200,0,1,SEDENTARY,0.0,0
03/12/2023 03:45,SEDENTARY,0,0,0,900,900,1701575100,0,1,SEDENTARY,0.0,0
03/12/2023 04:00,SEDENTARY,0,0,0,900,900,1701576000,0,1,SEDENTARY,0.0,0
03/12/2023 04:15,SEDENTARY,0,0,0,900,900,1701576900,0,1,SEDENTARY,0.0,0
03/12/2023 04:30,SEDENTARY,0,0,0,900,900,1701577800,0,1,SEDENTARY,0.0,0
03/12/2023 04:45,SEDENTARY,0,0,0,900,900,1701578700,0,1,SEDENTARY,0.0,0
03/12/2023 05:00,SEDENTARY,0,0,0,900,900,1701579600,0,1,SEDENTARY,0.0,0
03/12/2023 05:15,SEDENTARY,0,0,0,900,900,1701580500,0,1,SEDENTARY,0.0,0
03/12/2023 05:30,SEDENTARY,0,0,0,900,900,1701581400,0,1,SEDENTARY,0.0,0
03/12/2023 05:45,SEDENTARY,0,0,0,900,900,1701582300,0,1,SEDENTARY,0.0,0
03/12/2023 06:00,SEDENTARY,0,0,0,900,900,1701583200,0,1,SEDENTARY,0.0,0
03/12/2023 06:15,SEDENTARY,0,0,0,900,900,1701584100,0,1,SEDENTARY,0.0,0
03/12/2023 06:30,SEDENTARY,0,0,0,900,900,1701585000,0,1,SEDENTARY,0.0,0
03/12/2023 06:45,SEDENTARY,0,0,0,900,900,1701585900,0,1,SEDENTARY,0.0,0
03/12/2023 07:00,SEDENTARY,0,0,0,900,900,1701586800,0,1,SEDENTARY,0.0,0
03/12/2023 07:15,SEDENTARY,0,0,0,900,900,1701587700,0,1,SEDENTARY,0.0,0
03/12/2023 07:30,SEDENTARY,0,0,0,900,900,1701588600,0,1,SEDENTARY,0.0,0
03/12/2023 07:45,SEDENTARY,0,0,0,900,900,1701589500,0,1,SEDENTARY,0.0,0
03/12/2023 08:00,SEDENTARY,0,0,0,900,900,1701590400,0,1,SEDENTARY,0.0,0
03/12/2023 08:15,SEDENTARY,0,0,0,900,900,1701591300,0,1,SEDENTARY,0.0,0
03/12/2023 08:30,SEDENTARY,0,0,0,900,900,1701592200,0,1,SEDENTARY,0.0,0
03/12/2023 08:45,SEDENTARY,0,0,0,900,900,1701593100,0,1,SEDENTARY,0.0,0
03/12/2023 09:00,SEDENTARY,0,0,0,900,900,1701594000,0,1,SEDENTARY,0.0,0
03/12/2023 09:15,SEDENTARY,0,0,0,10800,10800,1701594900,0,1,SEDENTARY,0.0,4
03/12/2023 12:15,RUNNING,29,506,515.56,900,180,1701605700,0,8.670461,HIGHLY_ACTIVE,5.0,5
03/12/2023 12:15,WALKING,16,356,336.11,900,489,1701605700,0,2.5577836,ACTIVE,2.7,4
03/12/2023 12:15,SEDENTARY,3,0,0,900,231,1701605700,0,1.6183085,SEDENTARY,0.0,6
03/12/2023 12:30,RUNNING,105,2550,2594.05,900,840,1701606600,0,6.9512196,HIGHLY_ACTIVE,5.0,5
03/12/2023 12:30,WALKING,8,59,47.79,900,60,1701606600,0,7.3479676,ACTIVE,1.0,1
03/12/2023 12:45,RUNNING,102,2768,2777.54,900,900,1701607500,0,6.3957725,HIGHLY_ACTIVE,5.0,5
03/12/2023 13:00,WALKING,4,25,19.91,900,38,1701608400,0,6.0115533,ACTIVE,1.0,1
03/12/2023 13:00,SEDENTARY,0,0,0,900,132,1701608400,0,1,SEDENTARY,0.0,4
03/12/2023 13:00,RUNNING,77,2039,2029.69,900,730,1701608400,0,6.021851,HIGHLY_ACTIVE,4.3,5
03/12/2023 13:15,RUNNING,72,2479,2382.42,900,840,1701609300,0,5.0808363,HIGHLY_ACTIVE,4.5,5
03/12/2023 13:15,WALKING,3,53,42.19,900,60,1701609300,0,3.3804877,ACTIVE,1.0,1
03/12/2023 13:30,RUNNING,68,2564,2650.63,900,840,1701610200,0,4.854123,HIGHLY_ACTIVE,5.0,5
03/12/2023 13:30,WALKING,5,58,43.08,900,60,1701610200,0,4.9674797,ACTIVE,1.0,1
03/12/2023 13:45,RUNNING,88,2764,2826.14,900,900,1701611100,0,5.655176,HIGHLY_ACTIVE,5.0,5
03/12/2023 14:00,RUNNING,105,2725,2761.38,900,900,1701612000,0,6.5544715,HIGHLY_ACTIVE,5.0,5
03/12/2023 14:15,SEDENTARY,0,0,0,900,439,1701612900,0,1,SEDENTARY,0.0,5
03/12/2023 14:15,GENERIC,6,0,0,900,0,1701612900,0,1,SEDENTARY,0.0,4
03/12/2023 14:15,RUNNING,18,423,416.72,900,180,1701612900,0,5.7609754,HIGHLY_ACTIVE,3.3,5
03/12/2023 14:15,WALKING,30,325,258.76,900,281,1701612900,0,6.0828924,ACTIVE,1.0,1
03/12/2023 14:30,WALKING,5,98,78.03,900,126,1701613800,0,2.889276,ACTIVE,1.3,3
03/12/2023 14:30,SEDENTARY,0,0,0.02,900,774,1701613800,0,1,SEDENTARY,0.0,5
03/12/2023 14:45,WALKING,3,62,49.36,900,120,1701614700,0,2.1902437,ACTIVE,2.0,3
03/12/2023 14:45,GENERIC,4,0,0,900,0,1701614700,0,1,SEDENTARY,0.0,5
03/12/2023 14:45,SEDENTARY,0,0,0,900,780,1701614700,0,1,SEDENTARY,0.0,5
03/12/2023 15:00,SEDENTARY,0,0,0,900,840,1701615600,0,1,SEDENTARY,0.0,4
03/12/2023 15:00,WALKING,3,15,11.95,900,60,1701615600,0,3.3804877,ACTIVE,2.0,2
03/12/2023 15:15,GENERIC,2,0,0,900,0,1701616500,0,1,SEDENTARY,0.0,6
03/12/2023 15:15,SEDENTARY,2,0,0,900,559,1701616500,0,1.170339,SEDENTARY,0.0,5
03/12/2023 15:15,WALKING,20,209,166.4,900,341,1701616500,0,3.792361,ACTIVE,1.0,1
03/12/2023 15:30,WALKING,14,504,401.29,900,600,1701617400,0,2.1108942,ACTIVE,2.0,3
03/12/2023 15:30,SEDENTARY,0,0,0,900,300,1701617400,0,1,SEDENTARY,0.0,5
03/12/2023 15:45,WALKING,12,314,250,900,360,1701618300,0,2.586992,ACTIVE,2.7,3
03/12/2023 15:45,SEDENTARY,0,0,0,900,540,1701618300,0,1,SEDENTARY,0.0,5
03/12/2023 16:00,WALKING,19,200,159.24,900,360,1701619200,0,3.5127373,ACTIVE,2.3,4
03/12/2023 16:00,SEDENTARY,0,0,0,900,540,1701619200,0,1,SEDENTARY,0.0,5
03/12/2023 16:15,WALKING,3,41,32.63,60,60,1701620100,0,3.3804877,ACTIVE,2.0,2
05/12/2023 05:45,SEDENTARY,0,0,0,900,900,1701755100,0,1,SEDENTARY,0.0,2
05/12/2023 06:00,SEDENTARY,0,0,0,900,900,1701756000,0,1,SEDENTARY,0.0,3
05/12/2023 06:15,SEDENTARY,0,0,0,900,900,1701756900,0,1,SEDENTARY,0.0,3
05/12/2023 06:30,SEDENTARY,0,0,0,900,900,1701757800,0,1,SEDENTARY,0.0,0
05/12/2023 06:45,WALKING,0,13,10.35,900,60,1701758700,0,1,ACTIVE,4.0,4
05/12/2023 06:45,SEDENTARY,0,0,0,900,840,1701758700,0,1,SEDENTARY,0.0,5
